V1	Fortlaufende Nr	Patho-Nr	English	Tierart	scientific_name	sex	age	Entnahme	Tissue	Well_y	Well_x	Abbreviation	DNA (ng/µl)	Volume (µl)	DNA prep date	comment	Box	RRBS-status	Experiment ID	pre-BC_CT	Enrichment cycles	Pool	Adapter	FlowCell	lane	renamed	Experiment_new lib prep	pre-BC CT_uc	Adapter_uc	unconverted	renamed_uc	Experiment_unconverted	enrichtment_uc	Flowcell_uc	lane_uc
1379	455	CB/435/10	Wood mouse	Waldmaus	Apodemus sylvaticus	f	adult	05.08.2010	Heart	H	8	WM_1_H	18,4	100	28.09.2016		14	prepped	AK31	9,42	12	1	TruSeq LT Index 12	274	2					WM_1_H_uc		AK_uc_09	6	298	7
1380	455	CB/435/10	Wood mouse	Waldmaus	Apodemus sylvaticus	f	adult	05.08.2010	Liver	H	9	WM_1_L	95,5	100	28.09.2016		14	prepped	AK32	10,68	12	7	TruSeq LT Index 13	278	8								NA	NA	NA
1381	1764	AC/768/12	Grey-headed lovebird	Graukoepfchen	Agapornis canus	m	adult	05.11.2012	Heart	H	10	GHL_1_H	106,2	100	28.09.2016		14	prepped	AK31	10,69	12	5	TruSeq LT Index 14	272	6					GHL_1_H_uc		AK_uc_13	8	315	7
1382	1764	AC/768/12	Grey-headed lovebird	Graukoepfchen	Agapornis canus	m	adult	05.11.2012	Liver	H	11	GHL_1_L	136,4	100	28.09.2016		14	prepped	AK31	12,39	14	6	TruSeq LT Index 15	272	7								NA	NA	NA
1383	1948	Z/39/13	Eyelash viper	Bothriechis schlegelii	Bothriechis schlegelii	f	adult	18.01.2013	Heart	H	12	EYV_1_H	46,1	100	28.09.2016		14	prepped	AK31	9,39	12	1	TruSeq LT Index 16	274	2					EYV_1_H_uc		AK_uc_10	6	298	8
1384	87	47/224/09	Lion tamarin	Loewenkopfaffe	Leontopithecus	m	NA	17.12.2009	Heart	A	1	LT_1_H	28,6	100	10.10.2016		15	prepped	AK31	10,38	11	4	TruSeq LT Index 18	274	5					LT_1_H_uc		AK_uc_17	6	358	8
1385	87	47/224/09	Lion tamarin	Loewenkopfaffe	Leontopithecus	m	NA	17.12.2009	Liver	A	2	LT_1_L	55,4	100	10.10.2016		15	prepped	AK31	10,83	12	5	TruSeq LT Index 19	272	6								NA	NA	NA
1386	253	Z/202/10	European polecat	Iltis	Mustela putorius	m	adult	12.04.2010	Lung	A	3	EPC_1_LU	27,4	100	10.10.2016		15	prepped	AK31	9,40	12	1	TruSeq LT Index 20	274	2					EPC_1_LU_uc		AK_uc_10	6	298	8
1387	253	Z/202/10	European polecat	Iltis	Mustela putorius	m	adult	12.04.2010	Spleen	A	4	EPC_1_S	29,1	100	10.10.2016		15	prepped	AK31	10,24	11	3	TruSeq LT Index 21	274	4								NA	NA	NA
1388	254	CB/203/10	European polecat	Iltis	Mustela putorius	m	adult	12.04.2010	Heart	A	5	EPC_2_H	23,9	100	10.10.2016		15	prepped	AK31	10,32	11	4	TruSeq LT Index 22	274	5								NA	NA	NA
1389	254	CB/203/10	European polecat	Iltis	Mustela putorius	m	adult	12.04.2010	Liver	A	6	EPC_2_L	40,6	100	10.10.2016		15	prepped	AK31	9,25	10	2	TruSeq LT Index 23	274	3								NA	NA	NA
1390	284	Z/245/10	Round-eared elephant shrew	Kurzohrruesselspringer	Macroscelides proboscideus	f	adult	12.05.2010	Heart	A	7	RSH_1_H	25,5	100	10.10.2016		15	prepped	AK31	10,49	11	4	TruSeq LT Index 25	274	5					RSH_1_H_uc		AK_uc_27	9	391	1
1391	284	Z/245/10	Round-eared elephant shrew	Kurzohrruesselspringer	Macroscelides proboscideus	f	adult	12.05.2010	Liver	A	8	RSH_1_L	49,2	100	10.10.2016		15	prepped	AK31	10,24	11	3	TruSeq LT Index 27	274	4								NA	NA	NA
1392	285	Z/249/10	White-faced whistling duck	Witwenpfeifengans	Dendrocygna viduata	m	adult	20.05.2010	Heart	A	9	WWD_1_H	30,9	100	10.10.2016		15	prepped	AK31	9,60	12	1	TruSeq LT Index 1	274	2					WWD_1_H_uc		AK_uc_16	5	358	7
1393	285	Z/249/10	White-faced whistling duck	Witwenpfeifengans	Dendrocygna viduata	m	adult	20.05.2010	Liver	A	10	WWD_1_L	46,9	100	10.10.2016		15	prepped	AK31	12,53	14	6	TruSeq LT Index 2	272	7								NA	NA	NA
1394	331	AC/299/10	Marten	Marder	Mustelidae	f	adult	04.06.2010	Heart	A	11	MAT_1_H	10,8	100	10.10.2016		15	prepped	AK31	10,41	11	4	TruSeq LT Index 3	274	5								NA	NA	NA
1395	331	AC/299/10	Marten	Marder	Mustelidae	f	adult	04.06.2010	Liver	A	12	MAT_1_L	51,4	100	10.10.2016		15	prepped	AK31	9,72	11	3	TruSeq LT Index 4	274	4								NA	NA	NA
1396	345	AC/316/10	Prairie dog	Praeriehund	Cynomys	m	adult	16.06.2010	Heart	B	1	PD_1_H	37,1	100	10.10.2016		15	prepped	AK31	11,68	12	5	TruSeq LT Index 5	272	6								NA	NA	NA
1397	345	AC/316/10	Prairie dog	Praeriehund	Cynomys	m	adult	16.06.2010	Liver	B	2	PD_1_L	57,6	100	10.10.2016		15	prepped	AK31	11,26	14	6	TruSeq LT Index 6	272	7								NA	NA	NA
1398	450	AC/427/10	conehead lizards	Kronenbasilisk	Laemanctus	m	juvenil	02.08.2010	Liver	B	3	COL_1_L	60,3	100	10.10.2016		15	prepped	AK31	10,91	12	5	TruSeq LT Index 7	272	6					COL_1_L_uc		AK_uc_13	8	315	7
1399	450	AC/427/10	conehead lizards	Kronenbasilisk	Laemanctus	m	juvenil	02.08.2010	Lung	B	4	COL_1_LU	55,8	100	10.10.2016		15	prepped	AK31	10,27	11	4	TruSeq LT Index 8	274	5								NA	NA	NA
1400	456	CB/434/10	Black-necked swan	Schwarzhalsschwan	Cygnus melancoryphus	m	juvenil	05.08.2010	Heart	B	5	BNS_1_H	18,8	100	10.10.2016		15	prepped	AK31	10,44	11	4	TruSeq LT Index 9	274	5					BNS_1_H_uc		AK_uc_12	7	315	6
1401	456	CB/434/10	Black-necked swan	Schwarzhalsschwan	Cygnus melancoryphus	m	juvenil	05.08.2010	Liver	B	6	BNS_1_L	25,9	100	10.10.2016		15	prepped	AK31	9,23	12	1	TruSeq LT Index 10	274	2								NA	NA	NA
1402	542	Z/551/10	Bronze-tailed starling	Erzglansstar	Lamprotornis chalcurus	m	juvenil	17.09.2010	Heart	B	7	BTS_1_H	20,9	100	10.10.2016		15	prepped	AK31	9,48	10	2	TruSeq LT Index 11	274	3					BTS_1_H_uc		AK_uc_12	7	315	6
1403	542	Z/551/10	Bronze-tailed starling	Erzglansstar	Lamprotornis chalcurus	m	juvenil	17.09.2010	Liver	B	8	BTS_1_L	44,9	100	10.10.2016		15	prepped	AK31	9,82	11	3	TruSeq LT Index 12	274	4								NA	NA	NA
1404	563	Z/576/10	Malachite sunbird	Malachit Nektarvogel	Nectariniidae	f	NA	30.09.2010	Heart	B	9	MSB_1_H	19,0	100	10.10.2016		15	prepped	AK31	10,69	11	4	TruSeq LT Index 13	274	5					MSB_1_H_uc		AK_uc_24	8	378	1
1405	563	Z/576/10	Malachite sunbird	Malachit Nektarvogel	Nectariniidae	f	NA	30.09.2010	Liver	B	10	MSB_1_L	31,1	100	10.10.2016		15	prepped	AK31	11,42	14	6	TruSeq LT Index 14	272	7								NA	NA	NA
1406	713	Z/733/10	Wildcat	Wildkatze	Felis silvestris	m	adult	07.12.2010	Heart	B	11	WCA_1_H	25,1	100	10.10.2016		15	prepped	AK31	10,99	11	4	TruSeq LT Index 15	274	5								NA	NA	NA
1407	713	Z/733/10	Wildcat	Wildkatze	Felis silvestris	m	adult	07.12.2010	Lung	B	12	WCA_1_LU	32,5	100	10.10.2016		15	prepped	AK31	10,02	10	2	TruSeq LT Index 16	274	3								NA	NA	NA
1408	716	AC/737/10	European hare	Feldhase FIWI	Lepus europaeus	f	adult	09.12.2010	Heart	C	1	EHA_1_H	15,4	100	10.10.2016		15	prepped	AK31	11,23	12	5	TruSeq LT Index 18	272	6								NA	NA	NA
1409	716	AC/737/10	European hare	Feldhase FIWI	Lepus europaeus	f	adult	09.12.2010	Liver	C	2	EHA_1_L	33,8	100	10.10.2016		15	Prepped	AK31	10,41	11	4	TruSeq LT Index 19	274	5								NA	NA	NA
1410	734	Z/748/10	Hedgehog	Igel	Erinaceidae	f	juvenil	21.12.2010	Heart	C	3	HHO_1_H	58,1	100	10.10.2016		15	Prepped	AK32	10,64	12	7	TruSeq LT Index 20	278	8								NA	NA	NA
1411	734	Z/748/10	Hedgehog	Igel	Erinaceidae	f	juvenil	21.12.2010	Liver	C	4	HHO_1_L	45,2	100	10.10.2016		15	prepped	AK31	10,87	12	5	TruSeq LT Index 21	272	6								NA	NA	NA
1412	761	AC/18/11	European hare	Feldhase	Lepus europaeus	m	adult	12.01.2011	Heart	C	5	EHA_2_H	21,9	100	10.10.2016		15	prepped	AK31	9,44	12	1	TruSeq LT Index 22	274	2					EHA_2_H_uc		AK_uc_09	6	298	7
1413	761	AC/18/11	European hare	Feldhase	Lepus europaeus	m	adult	12.01.2011	Liver	C	6	EHA_2_L	34,7	100	10.10.2016		15	prepped	AK31	9,02	12	1	TruSeq LT Index 23	274	2								NA	NA	NA
1414	765	AC/22/11	Viscacha	Viscacha	Lagostomus maximus	f	adult	14.01.2011	Heart	C	7	VIS_2_H	21,8	100	10.10.2016		15	prepped	AK31	10,08	11	3	TruSeq LT Index 25	274	4	VSC_1_H							NA	NA	NA
1415	765	AC/22/11	Viscacha	Viscacha	Lagostomus maximus	f	adult	14.01.2011	Liver	C	8	VIS_2_L	31,9	100	10.10.2016		15	prepped	AK31	10,48	11	4	TruSeq LT Index 27	274	5	VSC_1_L							NA	NA	NA
1416	774	Z/37/11	Garden dormouse	Gartenschlaefer	Eliomys quercinus	m	adult	26.01.2011	Heart	C	9	GD_1_H	48,1	100	10.10.2016		15	prepped	AK31	10,18	11	3	TruSeq LT Index 1	274	4								NA	NA	NA
1417	774	Z/37/11	Garden dormouse	Gartenschlaefer	Eliomys quercinus	m	adult	26.01.2011	Liver	C	10	GD_1_L	47,1	100	10.10.2016		15	prepped	AK31	11,15	12	5	TruSeq LT Index 2	272	6								NA	NA	NA
1418	781	AC/51/11	Garden dormouse	Gartenschlaefer	Eliomys quercinus	m	adult	09.02.2011	Heart	C	11	GD_2_H	34,7	100	10.10.2016		15	prepped	AK31	9,72	10	2	TruSeq LT Index 3	274	3								NA	NA	NA
1419	781	AC/51/11	Garden dormouse	Gartenschlaefer	Eliomys quercinus	m	adult	09.02.2011	Liver	C	12	GD_2_L	48,1	100	10.10.2016		15	prepped	AK31	9,60	10	2	TruSeq LT Index 4	274	3					GD_2_L_uc		AK_uc_10	6	298	8
1420	904	AC/403/11	Turaco	WeiÃŸohrtorako	Musophagidae	m	NA	18.05.2011	Heart	D	1	TUR_1_H	30,5	100	10.10.2016		15	prepped	AK32	10,79	12	7	TruSeq LT Index 5	278	8					TUR_1_H_uc		AK_uc_12	7	315	6
1421	904	AC/403/11	Turaco	WeiÃŸohrtorako	Musophagidae	m	NA	18.05.2011	Liver	D	2	TUR_1_L	55,7	100	10.10.2016		15	prepped	AK31	9,76	10	2	TruSeq LT Index 6	274	3								NA	NA	NA
1422	1098	Z/879/11	Golden-headed lion tamarin	Goldkopfloewenaeffchen	Leontopithecus chrysomelas	m	adult	16.09.2011	Heart	D	3	GLT_1_H	18,8	100	10.10.2016		15	prepped	AK31	10,01	10	2	TruSeq LT Index 7	274	3					GLT_1_H_uc		AK_uc_27	9	391	1
1423	1098	Z/879/11	Golden-headed lion tamarin	Goldkopfloewenaeffchen	Leontopithecus chrysomelas	m	adult	16.09.2011	Liver	D	4	GLT_1_L	32,7	100	10.10.2016		15	prepped	AK31	11,12	12	5	TruSeq LT Index 8	272	6								NA	NA	NA
1424	1265	Z/1081/11	whooper swan	Singschwan	Cygnus cygnus	m	adult	09.11.2011	Heart	D	5	WHS_2_H	47,6	100	10.10.2016		15	prepped	AK31	11,63	14	6	TruSeq LT Index 9	272	7					WHS_2_H_uc		AK_uc_35	8	425	3
1425	1265	Z/1081/11	whooper swan	Singschwan	Cygnus cygnus	m	adult	09.11.2011	Liver	D	6	WHS_2_L	57,8	100	10.10.2016		15	prepped	AK31	13,71	14	6	TruSeq LT Index 10	272	7								NA	NA	NA
1426	1302	Z/1137/11	Tahr	Tahr	Hemitragus	m	old	05.12.2011	Heart	D	7	TAH_1_H	25,6	100	10.10.2016		15	prepped	AK32	10,65	12	7	TruSeq LT Index 11	278	8								NA	NA	NA
1427	1302	Z/1137/11	Tahr	Tahr	Hemitragus	m	old	05.12.2011	Liver	D	8	TAH_1_L	28,4	100	10.10.2016		15	prepped	AK31	13,24	14	6	TruSeq LT Index 12	272	7								NA	NA	NA
1428	1316	AC/1159/11	Sawback turtle	Hoeckerschildkroete	Graptemys	f	adult	28.12.2011	Heart	D	9	SBT_1_H	15,3	100	10.10.2016		15	prepped	AK31	10,95	12	5	TruSeq LT Index 13	272	6					SBT_1_H_uc		AK_uc_34	7	425	2
1429	1316	AC/1159/11	Sawback turtle	Hoeckerschildkroete	Graptemys	f	adult	28.12.2011	Liver	D	10	SBT_1_L	27,7	100	10.10.2016		15	prepped	AK31	9,20	10	2	TruSeq LT Index 14	274	3								NA	NA	NA
1430	1327	AC/10/12	Indian flapshell turtle	Lissemylschildkroete	Lissemys punctata	m	adult	09.01.2012	Heart	D	11	IFT_1_H	55,6	100	10.10.2016		15	prepped	AK31	11,27	12	5	TruSeq LT Index 15	272	6					IFT_1_H_uc		AK_uc_19	6	363	8
1431	1327	AC/10/12	Indian flapshell turtle	Lissemylschildkroete	Lissemys punctata	m	adult	09.01.2012	Liver	D	12	IFT_1_L	61,7	100	10.10.2016		15	prepped	AK31	11,05	12	5	TruSeq LT Index 16	272	6								NA	NA	NA
1432	1350	Z/64/12	Bearded vulture	Bartgeier	Gypaetus	f	adult	25.01.2012	Heart	E	1	BV_1_H	13,3	100	10.10.2016		15	prepped	AK31	10,16	11	3	TruSeq LT Index 18	274	4					BV_1_H_uc		AK_uc_12	7	315	6
1433	1350	Z/64/12	Bearded vulture	Bartgeier	Gypaetus	f	adult	25.01.2012	Liver	E	2	BV_1_L	36,3	100	10.10.2016		15	prepped	AK31	9,23	10	2	TruSeq LT Index 19	274	3								NA	NA	NA
1434	1362	AC/84/12	Yellow mongoose	Fuchsmanguste	Cynictis	m	adult	06.02.2012	Heart	E	3	YM_1_H	11,2	100	10.10.2016		15	prepped	AK32	9,69	10	4	TruSeq LT Index 25	278	5					YM_1_H_uc		AK_uc_22	7	376	5
1435	1362	AC/84/12	Yellow mongoose	Fuchsmanguste	Cynictis	m	adult	06.02.2012	Liver	E	4	YM_1_L	35,0	100	10.10.2016		15	prepped	AK32	10,96	12	6	TruSeq LT Index 27	278	7								NA	NA	NA
1436	1371	Z/136/12	Kingsnake	Koenigsnatter	Lampropeltis	m	adult	27.02.2012	Heart	E	5	KIS_1_H	16,2	100	10.10.2016		15	prepped	AK32	9,49	11	2	TruSeq LT Index 1	274	8					KIS_1_H_uc		AK_uc_11	6	315	5
1437	1371	Z/136/12	Kingsnake	Koenigsnatter	Lampropeltis	m	adult	27.02.2012	Liver	E	6	KIS_1_L	47,0	100	10.10.2016		15	prepped	AK33	13,84	13	6	TruSeq LT Index 2	285	5								NA	NA	NA
1438	1433	Z/189/12	Gallicolumba	Dolchstichtaube	Gallicolumba	f	adult	28.03.2012	Heart	E	7	GAC_1_H	53,6	100	10.10.2016		15	prepped	AK32	10,01	10	4	TruSeq LT Index 3	278	5					GAC_1_H_uc		AK_uc_17	6	358	8
1439	1433	Z/189/12	Gallicolumba	Dolchstichtaube	Gallicolumba	f	adult	28.03.2012	Liver	E	8	GAC_1_L	56,6	100	10.10.2016		15	prepped	AK32	10,48	9	5	TruSeq LT Index 4	278	6								NA	NA	NA
1440	1435	AC/192/12	Madagascan iguana	Madag. Leguan	Iguanidae	f	NA	30.03.2012	Heart	E	9	MAI_1_H	10,8	100	10.10.2016		15	prepped	AK32	11,16	12	6	TruSeq LT Index 5	278	7					MAI_1_H_uc		AK_uc_19	6	363	8
1441	1435	AC/192/12	Madagascan iguana	Madag. Leguan	Iguanidae	f	NA	30.03.2012	Liver	E	10	MAI_1_L	33,2	100	10.10.2016		15	prepped	AK32	9,83	10	4	TruSeq LT Index 6	278	5								NA	NA	NA
1442	1492	Z/266/12	Mara	Mara	Dolichotis patagonum	m	adult	16.05.2012	Heart	E	11	MAA_1_H	23,5	100	10.10.2016		15	prepped	AK32	10,23	10	4	TruSeq LT Index 7	278	5								NA	NA	NA
1443	1492	Z/266/12	Mara	Mara	Dolichotis patagonum	m	adult	16.05.2012	Liver	E	12	MAA_1_L	45,3	100	10.10.2016		15	prepped	AK32	10,23	9	5	TruSeq LT Index 8	278	6					MAA_1_L_uc		AK_uc_13	8	315	7
1444	1515	AC/302/12	Lily trotter	Blatthuehnchen	Jacanidae	f	old	11.06.2012	Heart	F	1	LTR_1_H	20,7	100	10.10.2016		15	prepped	AK32	11,66	12	7	TruSeq LT Index 9	278	8					LTR_1_H_uc		AK_uc_26	9	378	3
1445	1515	AC/302/12	Lily trotter	Blatthuehnchen	Jacanidae	f	old	11.06.2012	Liver	F	2	LTR_1_L	40,0	100	10.10.2016		15	prepped	AK32	10,88	12	6	TruSeq LT Index 10	278	7								NA	NA	NA
1446	1530	AC/322/12	Waterbuck	Wasserbock	Kobus	f	adult	26.06.2012	Heart	F	3	WAB_1_H	49,3	100	10.10.2016		15	prepped	AK32	11,28	12	6	TruSeq LT Index 11	278	7								NA	NA	NA
1447	1530	AC/322/12	Waterbuck	Wasserbock	Kobus	f	adult	26.06.2012	Liver	F	4	WAB_1_L	58,1	100	10.10.2016		15	prepped	AK32	12,88	12	7	TruSeq LT Index 12	278	8								NA	NA	NA
1448	1575	Z/409/12	Bat	Fledermaus	Microchiroptera	f	juvenil	19.07.2012	Heart	F	5	BAT_1_H	23,6	100	10.10.2016		15	prepped	AK33	12,19	13	7	TruSeq LT Index 13	285	6								NA	NA	NA
1449	1575	Z/409/12	Bat	Fledermaus	Microchiroptera	f	juvenil	19.07.2012	Liver	F	6	BAT_1_L	46,6	100	10.10.2016		15	prepped	AK32	10,65	9	5	TruSeq LT Index 14	278	6					BAT_1_L_uc		AK_uc_23	7	376	6
1450	1587	AC/425/12	Kangaroo 	Kaenguru	Macropodidae	m	adult	20.07.2012	Heart	F	7	KAN_1_H	52,5	100	10.10.2016		15	prepped	AK34	13,83	12	7	TruSeq LT Index 15	292	5		AK_uc_newprep	13,515	TruSeq LT Index 14	KAN_1_H_uc		AK_uc_30	12	391	4
1451	1587	AC/425/12	Kangaroo 	Kaenguru	Macropodidae	m	adult	20.07.2012	Liver	F	8	KAN_1_L	56,4	100	10.10.2016		15	prepped	AK32	12,16	12	7	TruSeq LT Index 16	278	8								NA	NA	NA
1452	1614	AC/483/12	Cat	Katze	Felis catus	f	adult	13.08.2012	Heart	F	9	CAT_1_H	21,1	100	10.10.2016		15	prepped	AK32	10,90	12	6	TruSeq LT Index 18	278	7								NA	NA	NA
1453	1614	AC/483/12	Cat	Katze	Felis catus	f	adult	13.08.2012	Liver	F	10	CAT_1_L	42,6	100	10.10.2016		15	prepped	AK32	9,90	10	4	TruSeq LT Index 19	278	5					CAT_1_L_uc		AK_uc_11	6	315	5
1454	1618	AC/500/12	Mouse	Maus	Mus musculus	m	adult	16.08.2012	Liver	F	11	MOU_1_L	23,7	100	10.10.2016		15	prepped	AK33	11,85	13	6	TruSeq LT Index 20	285	5								NA	NA	NA
1455	1618	AC/500/12	Mouse	Maus	Mus musculus	m	adult	16.08.2012	Heart	F	12	MOU_1_H	48,8	100	10.10.2016		15	prepped	AK32	11,33	12	6	TruSeq LT Index 21	278	7								NA	NA	NA
1456	1651	AC/606/12	Blue-crowned hanging parrot	Blaukroenchen	Loriculus galgulus	m	adult	18.09.2012	Heart	G	1	BHP_1_H	37,3	100	10.10.2016		15	prepped	AK32	10,31	9	5	TruSeq LT Index 22	278	6	BHP_1_L							NA	NA	NA
1457	1651	AC/606/12	Blue-crowned hanging parrot	Blaukroenchen	Loriculus galgulus	m	adult	18.09.2012	Liver	G	2	BHP_1_L	43,9	100	10.10.2016		15	prepped	AK32	11,17	12	6	TruSeq LT Index 23	278	7								NA	NA	NA
1458	1658	Z/612/12	Marmot	Murmeltier	Marmota	m	adult	19.09.2012	Heart	G	3	MAR_1_H	33,9	100	10.10.2016		15	prepped	AK32	10,39	11	2	TruSeq LT Index 25	274	8					MAR_1_H_uc		AK_uc_25	9	378	2
1459	1658	Z/612/12	Marmot	Murmeltier	Marmota	m	adult	19.09.2012	Liver	G	4	MAR_1_L	53,8	100	10.10.2016		15	prepped	AK33	14,03	13	7	TruSeq LT Index 27	285	6								NA	NA	NA
1460	1659	Z/613/12	Marmot	Murmeltier	Marmota	f	adult	19.09.2012	Heart	G	5	MAR_2_H	8,4	100	10.10.2016		15	prepped	AK32	9,25	10	3	TruSeq LT Index 1	278	4								NA	NA	NA
1461	1659	Z/613/12	Marmot	Murmeltier	Marmota	f	adult	19.09.2012	Liver	G	6	MAR_2_L	33,6	100	10.10.2016		15	prepped	AK33	14,05	13	7	TruSeq LT Index 2	285	6								NA	NA	NA
1462	1672	AC/628/12	Northern mockingbird	Spottdrossel	Mimus polyglottos	m	adult	25.09.2012	Heart	G	7	NMO_1_H	24,5	100	10.10.2016		15	prepped	AK32	8,95	11	2	TruSeq LT Index 3	274	8					NMO_1_H_uc		AK_uc_15	7	330	3
1463	1672	AC/628/12	Northern mockingbird	Spottdrossel	Mimus polyglottos	m	adult	25.09.2012	Liver	G	8	NMO_1_L	31,1	100	10.10.2016		15	prepped	AK32	8,06	10	3	TruSeq LT Index 4	278	4								NA	NA	NA
1464	1721	Z/704/12	Lynx	Luchs	Lynx lynx	f	adult	16.10.2012	Liver	G	9	LYN_1_L	41,6	100	10.10.2016		15	prepped	AK34	12,75	12	7	TruSeq LT Index 5	292	5								NA	NA	NA
1465	1721	Z/704/12	Lynx	Luchs	Lynx lynx	f	adult	16.10.2012	Lung	G	10	LYN_1_LU	30,9	100	10.10.2016		15	prepped	AK32	10,83	12	6	TruSeq LT Index 6	278	7								NA	NA	NA
1466	1887	Z/901/12	Tentacled snake	Fuehlerschlange	Erpeton	f	adult	03.12.2012	Liver	G	11	TS_1_L	51,1	100	10.10.2016		15	prepped	AK32	8,66	11	2	TruSeq LT Index 7	274	8					TS_1_L_uc		AK_uc_14	5	329	3
1467	1887	Z/901/12	Tentacled snake	Fuehlerschlange	Erpeton	f	adult	03.12.2012	Lung	G	12	TS_1_LU	53,0	100	10.10.2016		15	prepped	AK32	11,90	12	7	TruSeq LT Index 8	278	8								NA	NA	NA
1468	1897	Z/913/12	Rabbit	Kaninchen	Oryctolagus cuniculus	f	adult	05.12.2012	Heart	H	1	RAB_1_H	37,8	100	10.10.2016		15	prepped	AK32	10,57	9	5	TruSeq LT Index 9	278	6								NA	NA	NA
1469	1897	Z/913/12	Rabbit	Kaninchen	Oryctolagus cuniculus	f	adult	05.12.2012	Liver	H	2	RAB_1_L	53,4	100	10.10.2016		15	prepped	AK32	11,48	12	7	TruSeq LT Index 10	278	8								NA	NA	NA
1470	1898	Z/914/12	Rabbit	Kaninchen	Oryctolagus cuniculus	f	adult	05.12.2012	Heart	H	3	RAB_2_H	48,8	100	10.10.2016		15	prepped	AK32	9,19	11	2	TruSeq LT Index 11	274	8								NA	NA	NA
1471	1898	Z/914/12	Rabbit	Kaninchen	Oryctolagus cuniculus	f	adult	05.12.2012	Liver	H	4	RAB_2_L	54,0	100	10.10.2016		15	prepped	AK32	10,74	9	5	TruSeq LT Index 12	278	6					RAB_2_L_uc		AK_uc_12	7	315	6
1472	1953	LS/45/13	Blue-crowned hanging parrot	Blaukroenchen	Loriculus galgulus	m	adult	22.01.2013	Heart	H	5	BHP_2_H	21,2	100	10.10.2016		15	prepped	AK32	10,88	12	6	TruSeq LT Index 13	278	7								NA	NA	NA
1473	1953	LS/45/13	Blue-crowned hanging parrot	Blaukroenchen	Loriculus galgulus	m	adult	22.01.2013	Liver	H	6	BHP_2_L	38,0	100	10.10.2016		15	prepped	AK32	9,92	11	2	TruSeq LT Index 14	274	8					BHP_2_L_uc		AK_uc_10	6	298	8
1474	1975	Z/70/13	Macaque	Makake	Macaca	m	adult	06.02.2013	Heart	H	7	MAC_1_H	16,4	100	10.10.2016		15	prepped	AK32	12,49	12	7	TruSeq LT Index 15	278	8					MAC_1_H_uc		AK_uc_32	10	391	6
1475	1975	Z/70/13	Macaque	Makake	Macaca	m	adult	06.02.2013	Liver	H	8	MAC_1_L	47,9	100	10.10.2016		15	prepped	AK32	9,78	10	4	TruSeq LT Index 16	278	5								NA	NA	NA
1476	2026	CB/126/13	Fallow deer	Damwild	Dama dama	m	adult	26.02.2013	Heart	H	9	FED_1_H	21,5	100	10.10.2016		15	prepped	AK32	10,59	9	5	TruSeq LT Index 18	278	6					FED_1_H_uc		AK_uc_13	8	315	7
1477	2026	CB/126/13	Fallow deer	Damwild	Dama dama	m	adult	26.02.2013	Liver	H	10	FED_1_L	45,6	100	10.10.2016		15	prepped	AK32	10,33	9	5	TruSeq LT Index 19	278	6								NA	NA	NA
1478	2033	AC/133/13	Fallow deer	Damwild	Dama dama	f	adult	05.03.2013	Heart	H	11	FED_2_H	17,4	100	10.10.2016		15	prepped	AK32	10,43	9	5	TruSeq LT Index 20	278	6								NA	NA	NA
1479	2033	AC/133/13	Fallow deer	Damwild	Dama dama	f	adult	05.03.2013	Liver	H	12	FED_2_L	44,2	100	10.10.2016		15	prepped	AK32	10,40	9	5	TruSeq LT Index 21	278	6								NA	NA	NA
1480	2047	AC/149/13	Serval	Servall	Leptailurus	f	adult	13.03.2013	Heart	A	1	SEV_1_H	18,0	100	14.10.2016		16	prepped	AK33	10,49	12	5	TruSeq LT Index 22	285	4								NA	NA	NA
1481	2047	AC/149/13	Serval	Servall	Leptailurus	f	adult	13.03.2013	Lung	A	2	SEV_1_LU	-2,5	100	14.10.2016	redone box19	16	failed						failed	failed								NA	NA	NA
1482	2048	LS/150/13	Pied imperial pigeon	Zweifarbenfruchttaube	Ducula bicolor	m	adult	14.03.2013	Heart	A	3	PIP_1_H	19,4	100	14.10.2016		16	prepped	AK32	9,33	10	3	TruSeq LT Index 23	278	4					PIP_1_H_uc		AK_uc_19	6	363	8
1483	2048	LS/150/13	Pied imperial pigeon	Zweifarbenfruchttaube	Ducula bicolor	m	adult	14.03.2013	Liver	A	4	PIP_1_L	105,4	100	14.10.2016		16	prepped	AK32	10,54	9	5	TruSeq LT Index 25	278	6								NA	NA	NA
1484	2106	Z/224/13	Red kite	Roter Milan	Milvus milvus	f	adult	12.04.2013	Heart	A	5	RKI_1_H	37,9	100	14.10.2016		16	prepped	AK32	8,45	10	3	TruSeq LT Index 27	278	4								NA	NA	NA
1485	2106	Z/224/13	Red kite	Roter Milan	Milvus milvus	f	adult	12.04.2013	Liver	A	6	RKI_1_L	81,9	100	14.10.2016		16	prepped	AK32	9,65	10	4	TruSeq LT Index 1	278	5								NA	NA	NA
1486	2120	Z/244/13	Noriker horse	Norikerfohlen	Equus	m	juvenil	22.04.2013	Heart	A	7	NH_1_H	18,8	100	14.10.2016		16	prepped	AK32	12,52	12	6	TruSeq LT Index 2	278	7					NH_1_H_uc		AK_uc_26	9	378	3
1487	2120	Z/244/13	Noriker horse	Norikerfohlen	Equus	m	juvenil	22.04.2013	Liver	A	8	NH_1_L	95,9	100	14.10.2016		16	prepped	AK32	9,04	10	3	TruSeq LT Index 3	278	4								NA	NA	NA
